root_sentence,perturbed_sentence,method,predicted_root,is_correct
"Ben Gazarra as an attractive and very seductive man, with the women falling for him as if her were a Brad Pitt, Antonio Banderas or George Clooney, is quite ridiculous.","Ben Gazarra is an attractive and very seductive man, with the women falling for him as if she were a Brad Pitt, Antonio Banderas or George Clooney.",paraphrasing,"Ben Gazarra as an attractive and very seductive man, with the women falling for him as if her were a Brad Pitt, Antonio Banderas or George Clooney, is quite ridiculous.",True
"Although I do not like him, Roberto Carlos has been the most popular Brazilian singer since the end of the 60's and is called by his fans as ""The King"".","Although I don't like him, Roberto Carlos has been the most popular Brazilian singer since the late 1960s and is called ""The King"" by his fans.",back-translation,"Although I do not like him, Roberto Carlos has been the most popular Brazilian singer since the end of the 60's and is called by his fans as ""The King"".",True
"Although I do not like him, Roberto Carlos has been the most popular Brazilian singer since the end of the 60's and is called by his fans as ""The King"".","Roberto Carlos has been the most popular Brazilian singer since the 60's and is called ""The King"" by his fans.",paraphrasing,"Although I do not like him, Roberto Carlos has been the most popular Brazilian singer since the end of the 60's and is called by his fans as ""The King"".",True
I will keep this movie in my collection only because of these attractions (manly Dorothy Stratten).,I will only keep this movie in my collection because of these attractions (sometimes Dorothy Stratten).,back-translation,I will keep this movie in my collection only because of these attractions (manly Dorothy Stratten).,True
I will keep this movie in my collection only because of these attractions (manly Dorothy Stratten).,I will keep this movie in my collection because of the attractions.,paraphrasing,I will keep this movie in my collection only because of these attractions (manly Dorothy Stratten).,True
"My vote is four.<br /><br />Title (Brazil): ""Muito Riso e Muita Alegria"" (""Many Laughs and Lots of Happiness"")","My voice is four. <br /> Title (Brazil): ""Muito Riso e Muita Alegria"" (""Many laughter and good luck"")",back-translation,"My vote is four.<br /><br />Title (Brazil): ""Muito Riso e Muita Alegria"" (""Many Laughs and Lots of Happiness"")",True
"My vote is four.<br /><br />Title (Brazil): ""Muito Riso e Muita Alegria"" (""Many Laughs and Lots of Happiness"")","""Muito Riso e Muita Alegria"" is the title of the movie.",paraphrasing,"My vote is four.<br /><br />Title (Brazil): ""Muito Riso e Muita Alegria"" (""Many Laughs and Lots of Happiness"")",True
"I didn't think I'd ever say this, but Dorothy Stratten is not the worst actress in this film.","I didn't think I'd ever say that, but Dorothy Stratten is not the worst actress in this movie.",back-translation,"I didn't think I'd ever say this, but Dorothy Stratten is not the worst actress in this film.",True
"I didn't think I'd ever say this, but Dorothy Stratten is not the worst actress in this film.","I didn't think I'd say this, but the actress in this film is not the worst.",paraphrasing,"I didn't think I'd ever say this, but Dorothy Stratten is not the worst actress in this film.",True
Patti Hansen delivers her lines with the passion of Ben Stein.,Patti Hansen delivers her lines with the passion of Ben Stein.,back-translation,Patti Hansen delivers her lines with the passion of Ben Stein.,True
Patti Hansen delivers her lines with the passion of Ben Stein.,Ben Stein loved her lines.,paraphrasing,Patti Hansen delivers her lines with the passion of Ben Stein.,True
Even Bogdanovich's kids are awful (the oldest one is definitely reading her lines from a cue card).,Even Bogdanovich's children are terrible (the oldest definitely reads their lines from a cue card).,back-translation,Even Bogdanovich's kids are awful (the oldest one is definitely reading her lines from a cue card).,True
Even Bogdanovich's kids are awful (the oldest one is definitely reading her lines from a cue card).,The oldest one is definitely reading her lines from a cue card.,paraphrasing,Even Bogdanovich's kids are awful (the oldest one is definitely reading her lines from a cue card).,True
There's a reason Bogdanovich couldn't get another project until 4 years later.,There is a reason why Bogdanovich could not get another project until 4 years later.,back-translation,There's a reason Bogdanovich couldn't get another project until 4 years later.,True
There's a reason Bogdanovich couldn't get another project until 4 years later.,There's a reason that he couldn't get another project after 4 years.,paraphrasing,There's a reason Bogdanovich couldn't get another project until 4 years later.,True
"If you see it in your television listings, cancel your cable.","If you see it in your TV ads, cancel your cable.",back-translation,"If you see it in your television listings, cancel your cable.",True
"If you see it in your television listings, cancel your cable.",Cancel your cable if you see it.,paraphrasing,"If you see it in your television listings, cancel your cable.",True
"If your spouse wants to watch it, you're better off finding another soulmate.","If your spouse wants to see it, you're better off finding another soul mate.",back-translation,"If your spouse wants to watch it, you're better off finding another soulmate.",True
"If your spouse wants to watch it, you're better off finding another soulmate.","If your spouse wants to watch it, you should find another one.",paraphrasing,"If your spouse wants to watch it, you're better off finding another soulmate.",True
I'd rather gouge my eyes out with lawn darts than sit through this piece of garbage again.,I'd rather freak out my eyes with lawn arrows than sit through that piece of garbage again.,back-translation,I'd rather gouge my eyes out with lawn darts than sit through this piece of garbage again.,True
I'd rather gouge my eyes out with lawn darts than sit through this piece of garbage again.,I would rather sit through this piece of garbage with lawn darts.,paraphrasing,I'd rather gouge my eyes out with lawn darts than sit through this piece of garbage again.,True
"If I could sum this film up in one word, that word would be: Suckotrocity","If I could sum up this movie in one word, the word would be: Suckotrocity",back-translation,"If I could sum this film up in one word, that word would be: Suckotrocity",True
"If I could sum this film up in one word, that word would be: Suckotrocity","If I could sum this film up in one word, it would be: Suckotrocity.",paraphrasing,"If I could sum this film up in one word, that word would be: Suckotrocity",True
My interest in Dorothy Stratten caused me to purchase this video.,My interest in Dorothy Stratten prompted me to buy this video.,back-translation,My interest in Dorothy Stratten caused me to purchase this video.,True
My interest in Dorothy Stratten caused me to purchase this video.,I bought this video because of my interest in the woman.,paraphrasing,My interest in Dorothy Stratten caused me to purchase this video.,True
"Although it had great actors/actresses, there were just too many subplots going on to retain interest.","Although there were great actors/actresses, there were simply too many subplots to keep interest.",back-translation,"Although it had great actors/actresses, there were just too many subplots going on to retain interest.",True
"Although it had great actors/actresses, there were just too many subplots going on to retain interest.","It had great actors and actresses, but there were too many subplots to keep interest.",paraphrasing,"Although it had great actors/actresses, there were just too many subplots going on to retain interest.",True
Dialogue was stiff and confusing and the story just flipped around too much to be believable.,The dialogue was stiff and confusing and the story was just about too much to be credible.,back-translation,Dialogue was stiff and confusing and the story just flipped around too much to be believable.,True
Dialogue was stiff and confusing and the story just flipped around too much to be believable.,The dialogue was difficult to understand and the story was not believable.,paraphrasing,Dialogue was stiff and confusing and the story just flipped around too much to be believable.,True
I was pretty disappointed in what I believe was one of Audrey Hepburn's last movies.,I was pretty disappointed by what I think was one of Audrey Hepburn's last movies.,back-translation,I was pretty disappointed in what I believe was one of Audrey Hepburn's last movies.,True
I was pretty disappointed in what I believe was one of Audrey Hepburn's last movies.,I didn't like what I believed was one of Hepburn's last movies.,paraphrasing,I was pretty disappointed in what I believe was one of Audrey Hepburn's last movies.,True
I have this film out of the library right now and I haven't finished watching it.,"I just got this movie from the library, and I haven't finished seeing it.",back-translation,I have this film out of the library right now and I haven't finished watching it.,True
I have this film out of the library right now and I haven't finished watching it.,"I haven't finished watching this film yet, but I have it out of the library.",paraphrasing,I have this film out of the library right now and I haven't finished watching it.,True
"Audrey Hepburn had totally lost her talent by then, although she'd pretty much finished with it in 'Robin and Marian.'","Audrey Hepburn had until then completely lost her talent, although she was quite finished with it in 'Robin and Marian'.",back-translation,"Audrey Hepburn had totally lost her talent by then, although she'd pretty much finished with it in 'Robin and Marian.'",True
"Audrey Hepburn had totally lost her talent by then, although she'd pretty much finished with it in 'Robin and Marian.'","By that time, Hepburn had lost her talent, although she had finished with 'Robin and Marian'.",paraphrasing,"Audrey Hepburn had totally lost her talent by then, although she'd pretty much finished with it in 'Robin and Marian.'",True
It's really only of interest because it was her last feature film and because of the Dorothy Stratten appearance just prior to her homicide.<br /><br />There is nothing but idiocy between Gazzara and his cronies.,It's really only of interest because it was her last feature film and because of the Dorothy Stratten performance just before her murder. <br />There's nothing but an idiot between Gazzara and his buddies.,back-translation,It's really only of interest because it was her last feature film and because of the Dorothy Stratten appearance just prior to her homicide.<br /><br />There is nothing but idiocy between Gazzara and his cronies.,True
It's really only of interest because it was her last feature film and because of the Dorothy Stratten appearance just prior to her homicide.<br /><br />There is nothing but idiocy between Gazzara and his cronies.,It's only of interest because it was her last film and she appeared in it just prior to her murder.,paraphrasing,It's really only of interest because it was her last feature film and because of the Dorothy Stratten appearance just prior to her homicide.<br /><br />There is nothing but idiocy between Gazzara and his cronies.,True
"In this case, Audrey Hepburn's chic European lady is all you see of someone who was formerly occasionally an actress and always a star.","In this case, Audrey Hepburn's chic European lady is everything you see from someone who used to be an occasional actress and always a star.",back-translation,"In this case, Audrey Hepburn's chic European lady is all you see of someone who was formerly occasionally an actress and always a star.",True
"In this case, Audrey Hepburn's chic European lady is all you see of someone who was formerly occasionally an actress and always a star.","In this case, you don't see anyone who used to be an actress or a star except for Hepburn's chic European lady.",paraphrasing,"In this case, Audrey Hepburn's chic European lady is all you see of someone who was formerly occasionally an actress and always a star.",True
"After this dreadful performance, she went on to make an atrocious TV movie with Robert Wagner called 'Love Among Thieves.'","After this terrible performance, she shot a cruel TV movie with Robert Wagner entitled 'Love Among Thieves'.",back-translation,"After this dreadful performance, she went on to make an atrocious TV movie with Robert Wagner called 'Love Among Thieves.'",True
"After this dreadful performance, she went on to make an atrocious TV movie with Robert Wagner called 'Love Among Thieves.'",She went on to make an awful TV movie called 'Love Among Thieves' after this terrible performance.,paraphrasing,"After this dreadful performance, she went on to make an atrocious TV movie with Robert Wagner called 'Love Among Thieves.'",True
In 'They all Laughed' it is as though she were still playing an ingenue in her 50's.,In 'They all Laughed' it's as if she was still playing a brilliant role in the 50s.,back-translation,In 'They all Laughed' it is as though she were still playing an ingenue in her 50's.,True
In 'They all Laughed' it is as though she were still playing an ingenue in her 50's.,She was still playing an ingenue in her 50's.,paraphrasing,In 'They all Laughed' it is as though she were still playing an ingenue in her 50's.,True
Even much vainer and obviously less intelligent actresses who insisted upon doing this like Lana Turner were infinitely more effective than is Hepburn.,Even more vain and obviously less intelligent actresses who insisted on doing this like Lana Turner were infinitely more effective than Hepburn.,back-translation,Even much vainer and obviously less intelligent actresses who insisted upon doing this like Lana Turner were infinitely more effective than is Hepburn.,True
Even much vainer and obviously less intelligent actresses who insisted upon doing this like Lana Turner were infinitely more effective than is Hepburn.,The actresses who insisted upon doing this like Lana Turner were more effective than Hepburn.,paraphrasing,Even much vainer and obviously less intelligent actresses who insisted upon doing this like Lana Turner were infinitely more effective than is Hepburn.,True
"Hepburn doesn't take it seriously at all, couldn't be bothered with it; even her hair and clothes look tacky.","Hepburn does not take it seriously at all, could not be disturbed by it; even her hair and clothes look sticky.",back-translation,"Hepburn doesn't take it seriously at all, couldn't be bothered with it; even her hair and clothes look tacky.",True
"Hepburn doesn't take it seriously at all, couldn't be bothered with it; even her hair and clothes look tacky.","Even her hair and clothes look tacky, Hepburn doesn't take it seriously.",paraphrasing,"Hepburn doesn't take it seriously at all, couldn't be bothered with it; even her hair and clothes look tacky.",True
"Her last really good work was in 'Two for the Road,' perhaps her most perfect, if possibly not her best in many ways.<br /><br />And that girl who plays the country singer is just sickening.","Her last really good job was in 'Two for the Road', perhaps her most perfect, if perhaps not her best in many ways. <br /> And the girl who plays the country singer is just sick.",back-translation,"Her last really good work was in 'Two for the Road,' perhaps her most perfect, if possibly not her best in many ways.<br /><br />And that girl who plays the country singer is just sickening.",True
"Her last really good work was in 'Two for the Road,' perhaps her most perfect, if possibly not her best in many ways.<br /><br />And that girl who plays the country singer is just sickening.","Her last really good work was in 'Two for the Road,' perhaps her most perfect, if possibly not her best in many ways, and that girl who plays the country singer is just sickening.",paraphrasing,"Her last really good work was in 'Two for the Road,' perhaps her most perfect, if possibly not her best in many ways.<br /><br />And that girl who plays the country singer is just sickening.",True
"John Ritter is horrible, there is simply nothing to recommend this film except to see Dorothy Stratten, who was truly pretty.","John Ritter is terrible, there's just nothing to recommend except seeing Dorothy Stratten who was really pretty.",back-translation,"John Ritter is horrible, there is simply nothing to recommend this film except to see Dorothy Stratten, who was truly pretty.",True
"John Ritter is horrible, there is simply nothing to recommend this film except to see Dorothy Stratten, who was truly pretty.","There is nothing to recommend this film except to see a pretty woman, and that's because John Ritter is horrible.",paraphrasing,"John Ritter is horrible, there is simply nothing to recommend this film except to see Dorothy Stratten, who was truly pretty.",True
"Otherwise, critic David Thomson's oft-used phrase 'losing his/her talent' never has made more sense.<br /><br />Ben Gazarra had lost all sex appeal by then, and so we have 2 films with Gazarra and Hepburn--who could ask for anything less?","Otherwise, criticism of David Thomson's often used phrase ""Losing His Talent"" has never made sense. <br />Ben Gazarra had lost all sex appeal until then, and so we have 2 movies with Gazarra and Hepburn - who could ask for something less?",back-translation,"Otherwise, critic David Thomson's oft-used phrase 'losing his/her talent' never has made more sense.<br /><br />Ben Gazarra had lost all sex appeal by then, and so we have 2 films with Gazarra and Hepburn--who could ask for anything less?",True
"Otherwise, critic David Thomson's oft-used phrase 'losing his/her talent' never has made more sense.<br /><br />Ben Gazarra had lost all sex appeal by then, and so we have 2 films with Gazarra and Hepburn--who could ask for anything less?","Otherwise, critic David Thomson's oft-used phrase 'losing his/her talent' never has made more sense.<br /><br />Ben Gazarra had lost all sex appeal by then, and so we have 2 films with Gazarra and Hepburn--who could ask for anything less?",paraphrasing,"Otherwise, critic David Thomson's oft-used phrase 'losing his/her talent' never has made more sense.<br /><br />Ben Gazarra had lost all sex appeal by then, and so we have 2 films with Gazarra and Hepburn--who could ask for anything less?",True
"Sandra Dee's last, pitiful film 'Lost,' from 2 years later, a low-budget nothing, had more to it than this.","Sandra Dee's last, pathetic movie 'Lost' from 2 years later, a little budget, had more to do than that.",back-translation,"Sandra Dee's last, pitiful film 'Lost,' from 2 years later, a low-budget nothing, had more to it than this.",True
"Sandra Dee's last, pitiful film 'Lost,' from 2 years later, a low-budget nothing, had more to it than this.",The low-budget film 'Lost' from 2 years later had more to it than this.,paraphrasing,"Sandra Dee's last, pitiful film 'Lost,' from 2 years later, a low-budget nothing, had more to it than this.",True
"And perhaps it is only a great human being who, in making such things as film performances trivial, nevertheless has the largeness of mind to want to have the flaws pointed out mercilessly--which all of her late film work contained in abundance.","And maybe it's just a great person who, by making such things as filmic performances trivial, nevertheless has the vastness of the mind to show mercilessly the mistakes that contained all their late film works in abundance.",back-translation,"And perhaps it is only a great human being who, in making such things as film performances trivial, nevertheless has the largeness of mind to want to have the flaws pointed out mercilessly--which all of her late film work contained in abundance.",True
"And perhaps it is only a great human being who, in making such things as film performances trivial, nevertheless has the largeness of mind to want to have the flaws pointed out mercilessly--which all of her late film work contained in abundance.","It is only a great human being who, in making such things as film performances trivial, nevertheless has the largeness of mind to want to have the flaws pointed out, which all of her late film work contained in abundance.",paraphrasing,"And perhaps it is only a great human being who, in making such things as film performances trivial, nevertheless has the largeness of mind to want to have the flaws pointed out mercilessly--which all of her late film work contained in abundance.",True
Most of the talk about Hepburn's miscasting is about 'My Fair Lady.',Most of the speech about Hepburn's misjudgement is about 'My Fair Lady'.,back-translation,Most of the talk about Hepburn's miscasting is about 'My Fair Lady.',True
Most of the talk about Hepburn's miscasting is about 'My Fair Lady.',Most of the discussion about Hepburn's miscasting is about 'My Fair Lady'.,paraphrasing,Most of the talk about Hepburn's miscasting is about 'My Fair Lady.',True
"But the one that should have had the original actress in it was 'Wait Until Dark,' which had starred Lee Remick on Broadway.","But the one that should have been the original actress in it was 'Wait Until Dark', which Lee Remick played on Broadway.",back-translation,"But the one that should have had the original actress in it was 'Wait Until Dark,' which had starred Lee Remick on Broadway.",True
"But the one that should have had the original actress in it was 'Wait Until Dark,' which had starred Lee Remick on Broadway.","The original actress in 'Wait Until Dark' was Lee Remick, who starred on Broadway.",paraphrasing,"But the one that should have had the original actress in it was 'Wait Until Dark,' which had starred Lee Remick on Broadway.",True
"Never as celebrated as Hepburn, she was a better actress in many ways (Hepburn was completely incapable of playing anything really sordid), although Hepburn was at least adequate enough in that part.","Never so celebrated as Hepburn, she was in many ways a better actress (Hepburn was completely incapable of playing something really terrible), although Hepburn was at least sufficient in this role.",back-translation,"Never as celebrated as Hepburn, she was a better actress in many ways (Hepburn was completely incapable of playing anything really sordid), although Hepburn was at least adequate enough in that part.",True
"Never as celebrated as Hepburn, she was a better actress in many ways (Hepburn was completely incapable of playing anything really sordid), although Hepburn was at least adequate enough in that part.","She was a better actress than Hepburn, but Hepburn was at least adequate in that part.",paraphrasing,"Never as celebrated as Hepburn, she was a better actress in many ways (Hepburn was completely incapable of playing anything really sordid), although Hepburn was at least adequate enough in that part.",True
"Oh wait, I'm working..oh I'm sure I can fit it in.","Oh, wait, I'm working..oh, I'm sure I can fit it in.",back-translation,"Oh wait, I'm working..oh I'm sure I can fit it in.",True
"Oh wait, I'm working..oh I'm sure I can fit it in.",I'm sure I can fit it in.,paraphrasing,"Oh wait, I'm working..oh I'm sure I can fit it in.",True
I hope the makers of this crap have day jobs because this film sucked!!!,I hope the makers of this crap have day jobs because this movie sucked!!!,back-translation,I hope the makers of this crap have day jobs because this film sucked!!!,True
I hope the makers of this crap have day jobs because this film sucked!!!,I hope the makers of this film have day jobs.,paraphrasing,I hope the makers of this crap have day jobs because this film sucked!!!,True
It looks like someones home movie and I don't think more than $100 was spent making it!!!,It looks like someone's home movie and I don't think more than $100 was spent to make it!!!,back-translation,It looks like someones home movie and I don't think more than $100 was spent making it!!!,True
It looks like someones home movie and I don't think more than $100 was spent making it!!!,"I don't think more than $100 was spent on making it, it looks like a home movie.",paraphrasing,It looks like someones home movie and I don't think more than $100 was spent making it!!!,True
"Filmed on a budget of what looks to be about 20 bucks, TZC is a completely horrible horror movie that relies on lame, forgetable actors whom couldn't act to save their lives and gore that's more gross than frightening.","Filmed on a budget of about 20 bucks, TZC is a totally terrible horror film based on lame, forgetful actors who could not act to save their lives and who is more disgusting than terrifying.",back-translation,"Filmed on a budget of what looks to be about 20 bucks, TZC is a completely horrible horror movie that relies on lame, forgetable actors whom couldn't act to save their lives and gore that's more gross than frightening.",True
"Filmed on a budget of what looks to be about 20 bucks, TZC is a completely horrible horror movie that relies on lame, forgetable actors whom couldn't act to save their lives and gore that's more gross than frightening.",TZC is a terrible horror movie that relies on actors who can't act to save their lives and gore that's more gross than frightening.,paraphrasing,"Filmed on a budget of what looks to be about 20 bucks, TZC is a completely horrible horror movie that relies on lame, forgetable actors whom couldn't act to save their lives and gore that's more gross than frightening.",True
"Simply put, avoid TZC like a sexually-transmitted disease.<br /><br />My last 2 cents: Humorously enough, this movie was made by a movie company called Brain Damage Films.","Simply put, avoid TZC like a sexually transmitted disease. <br />My last 2 cents: Humorous enough, this movie was shot by a film company called Brain Damage Films.",back-translation,"Simply put, avoid TZC like a sexually-transmitted disease.<br /><br />My last 2 cents: Humorously enough, this movie was made by a movie company called Brain Damage Films.",True
"Simply put, avoid TZC like a sexually-transmitted disease.<br /><br />My last 2 cents: Humorously enough, this movie was made by a movie company called Brain Damage Films.",The movie was made by a company called Brain Damage Films.,paraphrasing,"They're brains must have really been damaged to come up with a craptacular movie like this.<br /><br />My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)",False
"They're brains must have really been damaged to come up with a craptacular movie like this.<br /><br />My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)","They are brains must have been really damaged to find a shitty movie like this. <br /> <br />My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bailion)",back-translation,"They're brains must have really been damaged to come up with a craptacular movie like this.<br /><br />My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)",True
"They're brains must have really been damaged to come up with a craptacular movie like this.<br /><br />My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)","My rating is 1 out of 10, if it were up to me, this movie would get a negative rating.",paraphrasing,"They're brains must have really been damaged to come up with a craptacular movie like this.<br /><br />My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)",True
"If the crew behind ""Zombie Chronicles"" ever read this, here's some advice guys: <br /><br />1.","If the crew behind ""Zombie Chronicles"" has ever read this, here are some advice: <br /><br />1.",back-translation,"If the crew behind ""Zombie Chronicles"" ever read this, here's some advice guys: <br /><br />1.",True
"If the crew behind ""Zombie Chronicles"" ever read this, here's some advice guys: <br /><br />1.","If the crew behind ""Zombie Chronicles"" ever read this, here's some advice.",paraphrasing,"If the crew behind ""Zombie Chronicles"" ever read this, here's some advice guys: <br /><br />1.",True
"In a ""Twist Ending""-type movie, it's not a good idea to insert close-ups of EVERY DEATH IN THE MOVIE in the opening credits.","In a film of the type ""Twist Ending"" it is not a good idea to insert close-ups of EVERY DEATH IN THE MOVIE into the opening credits.",back-translation,"In a ""Twist Ending""-type movie, it's not a good idea to insert close-ups of EVERY DEATH IN THE MOVIE in the opening credits.",True
"In a ""Twist Ending""-type movie, it's not a good idea to insert close-ups of EVERY DEATH IN THE MOVIE in the opening credits.",It's not a good idea to have close-ups of every death in the movie in the opening credits.,paraphrasing,"In a ""Twist Ending""-type movie, it's not a good idea to insert close-ups of EVERY DEATH IN THE MOVIE in the opening credits.",True
"I know you produced this on a shoestring and - to be fair - you worked miracles with your budget but please, hire people who can actually act.","I know that you produced this on a shoe band and -- to be fair -- did wonders with your budget, but please, hire people who can actually act.",back-translation,"I know you produced this on a shoestring and - to be fair - you worked miracles with your budget but please, hire people who can actually act.",True
"I know you produced this on a shoestring and - to be fair - you worked miracles with your budget but please, hire people who can actually act.","You worked miracles with your budget, but please, hire people who can actually act, because I know you produced this on a shoestring.",paraphrasing,"I know you produced this on a shoestring and - to be fair - you worked miracles with your budget but please, hire people who can actually act.",True
"Or at least, walk, talk and gesture at the same time.","Or at least go, talk and gestures at the same time.",back-translation,"Or at least, walk, talk and gesture at the same time.",True
"Or at least, walk, talk and gesture at the same time.","At the same time, walk, talk and gesture.",paraphrasing,"Or at least, walk, talk and gesture at the same time.",True
"If you're going to set a part of your movie in the past, only do this if you have the props and costumes of the time.<br /><br />4.","If you want to hire a part of your movie in the past, do so only if you have the props and costumes of the time.",back-translation,"If you're going to set a part of your movie in the past, only do this if you have the props and costumes of the time.<br /><br />4.",True
"If you're going to set a part of your movie in the past, only do this if you have the props and costumes of the time.<br /><br />4.","If you want to make a movie in the past, you need the props and costumes of the time.",paraphrasing,"If you're going to set a part of your movie in the past, only do this if you have the props and costumes of the time.<br /><br />4.",True
"Sure, we don't want twists that make no sense, but signposting the ""reveal"" as soon as you introduce a character?","Sure, we don't want any twists that don't make sense, but the signs of ""revelation"" as soon as you introduce a character?",back-translation,"Sure, we don't want twists that make no sense, but signposting the ""reveal"" as soon as you introduce a character?",True
"Sure, we don't want twists that make no sense, but signposting the ""reveal"" as soon as you introduce a character?","We don't want twists that make no sense, but we do want to know as soon as you introduce a character.",paraphrasing,"Sure, we don't want twists that make no sense, but signposting the ""reveal"" as soon as you introduce a character?",True
"That's not a great idea.<br /><br />Kudos to the guys for trying, but in all honesty, I'd rather they hadn't...<br /><br />Only for zombie completists.","That's not a good idea. <br /><br />Kudos for the boys for trying, but honestly, I would rather they didn't have...<br /><br />Only for zombie completeists.",back-translation,"That's not a great idea.<br /><br />Kudos to the guys for trying, but in all honesty, I'd rather they hadn't...<br /><br />Only for zombie completists.",True
"That's not a great idea.<br /><br />Kudos to the guys for trying, but in all honesty, I'd rather they hadn't...<br /><br />Only for zombie completists.","It's not a great idea, but I'd rather they didn't.",paraphrasing,"That's not a great idea.<br /><br />Kudos to the guys for trying, but in all honesty, I'd rather they hadn't...<br /><br />Only for zombie completists.",True
1st watched 8/3/2003 - 2 out of 10(Dir-Brad Sykes): Mindless 3-D movie about flesh-eating zombies in a 3 story within a movie chronicle.,1. saw 8/3/2003 - 2 out of 10 (Dir-Brad Sykes): Mindless 3-D movie about carnivorous zombies in a 3 story in a movie chronicle.,back-translation,1st watched 8/3/2003 - 2 out of 10(Dir-Brad Sykes): Mindless 3-D movie about flesh-eating zombies in a 3 story within a movie chronicle.,True
1st watched 8/3/2003 - 2 out of 10(Dir-Brad Sykes): Mindless 3-D movie about flesh-eating zombies in a 3 story within a movie chronicle.,2 out of 10 watched Mindless 3-D movie about flesh-eating zombies in a 3 story chronicle.,paraphrasing,1st watched 8/3/2003 - 2 out of 10(Dir-Brad Sykes): Mindless 3-D movie about flesh-eating zombies in a 3 story within a movie chronicle.,True
"And yes, we get to see zombies eating human flesh parts in 3D!!","And yes, we can see zombies eating human flesh parts in 3D!!",back-translation,"And yes, we get to see zombies eating human flesh parts in 3D!!",True
"And yes, we get to see zombies eating human flesh parts in 3D!!",We can see zombies eating human flesh in 3D.,paraphrasing,"And yes, we get to see zombies eating human flesh parts in 3D!!",True
That has been done time and time again in 2D in a zombie movie but what usually makes a zombie movie better is the underlying story not the actual flesh-eating.,"This has been done repeatedly in 2D in a zombie movie, but what usually makes a zombie movie better is the underlying story is not the actual meat meal.",back-translation,That has been done time and time again in 2D in a zombie movie but what usually makes a zombie movie better is the underlying story not the actual flesh-eating.,True
That has been done time and time again in 2D in a zombie movie but what usually makes a zombie movie better is the underlying story not the actual flesh-eating.,The underlying story is what usually makes a zombie movie better than the actual flesh-eating.,paraphrasing,That has been done time and time again in 2D in a zombie movie but what usually makes a zombie movie better is the underlying story not the actual flesh-eating.,True
We're actually bored throughout most of this 3-part chronicle because of the lame(twilight-zone like) easily understood and slow-pacingly revealed finale's.,We are actually bored during most of this 3-part chronicle because of the lame (twilight zone like) easily understood and slowly-tempoly revealed finale.,back-translation,We're actually bored throughout most of this 3-part chronicle because of the lame(twilight-zone like) easily understood and slow-pacingly revealed finale's.,True
We're actually bored throughout most of this 3-part chronicle because of the lame(twilight-zone like) easily understood and slow-pacingly revealed finale's.,Most of the 3-part chronicle is boring because it's easy to understand and reveal finale's.,paraphrasing,We're actually bored throughout most of this 3-part chronicle because of the lame(twilight-zone like) easily understood and slow-pacingly revealed finale's.,True
The last story is actually the story the movie started with(having a reporter investigating a so-called ghost town) and of course we get to see flesh eating zombie's in that one as well.,The last story is actually the story with which the film began (with a reporter who investigates a so-called ghost town) and of course we also get to see how meat zombies eat in it.,back-translation,The last story is actually the story the movie started with(having a reporter investigating a so-called ghost town) and of course we get to see flesh eating zombie's in that one as well.,True
The last story is actually the story the movie started with(having a reporter investigating a so-called ghost town) and of course we get to see flesh eating zombie's in that one as well.,The movie started with a reporter investigating a so-called ghost town and we get to see flesh eating zombie's in that one as well.,paraphrasing,The last story is actually the story the movie started with(having a reporter investigating a so-called ghost town) and of course we get to see flesh eating zombie's in that one as well.,True
Then why the hell are the main characters driving a Kia Sportage?,Then why are the main characters driving a Kia Sportage?,back-translation,Then why the hell are the main characters driving a Kia Sportage?,True
Then why the hell are the main characters driving a Kia Sportage?,The main characters are driving a car.,paraphrasing,Then why the hell are the main characters driving a Kia Sportage?,True
"Continuity, anyone?<br /><br />As you might know, this movie was released in stereoscopic 3D.","Continuity, anyone? As you may know, this film was released in stereoscopic 3D.",back-translation,"Continuity, anyone?<br /><br />As you might know, this movie was released in stereoscopic 3D.",True
"Continuity, anyone?<br /><br />As you might know, this movie was released in stereoscopic 3D.",This movie was released in 3D.,paraphrasing,"Continuity, anyone?<br /><br />As you might know, this movie was released in stereoscopic 3D.",True
And it is the most hideous effect I have ever seen.,And that's the most horrible effect I've ever seen.,back-translation,And it is the most hideous effect I have ever seen.,True
And it is the most hideous effect I have ever seen.,It is the most hideous effect I have ever seen.,paraphrasing,And it is the most hideous effect I have ever seen.,True
"I'm not sure if someone botched the job on this, but there WAS no 3D, just double-vision blurs.","I'm not sure anyone messed up the job with it, but there was no 3D, just double vision.",back-translation,"I'm not sure if someone botched the job on this, but there WAS no 3D, just double-vision blurs.",True
"I'm not sure if someone botched the job on this, but there WAS no 3D, just double-vision blurs.","There was no 3D, just double-vision blurs, but I'm not sure if someone messed up the job.",paraphrasing,"I'm not sure if someone botched the job on this, but there WAS no 3D, just double-vision blurs.",True
"I didn't have the same problem with this company's other 3D movies, HUNTING SEASON and CAMP BLOOD.","I didn't have the same problem with the other 3D films of this company, HUNTING SEASON and CAMP BLOOD.",back-translation,"I didn't have the same problem with this company's other 3D movies, HUNTING SEASON and CAMP BLOOD.",True
